Name,API Name,Instance Family,Compute Units (ECU),Intel Turbo,Arch,Availability Zones, On Demand (Monthly) , Linux Reserved cost (Monthly) , SLES Spot Maximum cost (Monthly) , Windows On Demand cost (Monthly) 
R6ID Metal,r6id.metal,r6id,0 units,Yes,x86_64,," $7,064.064 "," $4,439.568 "," $2,969.640 "," $11,362.30 "
R6ID Extra Large,r6id.xlarge,r6id,0 units,Yes,x86_64,, $242.827 , $138.737 , $157.242 , $377.15 
R6IDN 12xlarge Extra Large,r6idn.12xlarge,r6idn,0 units,Yes,x86_64,," $3,765.559 "," $2,372.303 "," $1,677.394 "," $5,377.40 "
R6IDN 16xlarge Extra Large,r6idn.16xlarge,r6idn,0 units,Yes,x86_64,," $5,020.743 "," $3,163.068 "," $1,926.689 "," $7,169.86 "
R6IDN 24xlarge,r6idn.24xlarge,r6idn,0 units,Yes,x86_64,," $7,531.111 "," $4,744.599 "," $3,081.330 "," $10,754.79 "
R6IDN Double Extra Large,r6idn.2xlarge,r6idn,0 units,Yes,x86_64,, $627.596 , $359.437 , $515.307 , $896.24 
R6IDN 32xlarge,r6idn.32xlarge,r6idn,0 units,Yes,x86_64,," $9,128.621 "," $5,751.028 "," $3,455.747 "," $13,426.86 "
R6IDN Quadruple Extra Large,r6idn.4xlarge,r6idn,0 units,Yes,x86_64,," $1,255.184 ", $718.882 , $704.961 ," $1,792.46 "
R6IDN Eight Extra Large,r6idn.8xlarge,r6idn,0 units,Yes,x86_64,," $2,510.368 "," $1,437.757 "," $1,147.852 "," $3,584.93 "
R6IDN Large,r6idn.large,r6idn,0 units,Yes,x86_64,, $156.899 , $89.863 , $97.528 , $224.06 
R6IDN Metal,r6idn.metal,r6idn,0 units,Yes,x86_64,," $9,128.621 "," $5,751.028 "," $2,744.216 "," $13,426.86 "
R6IDN Extra Large,r6idn.xlarge,r6idn,0 units,Yes,x86_64,, $313.798 , $179.719 , $191.333 , $448.12 
R6IN 12xlarge Extra Large,r6in.12xlarge,r6in,0 units,Yes,x86_64,," $3,359.686 "," $2,116.606 "," $1,324.950 "," $4,971.53 "
R6IN 16xlarge Extra Large,r6in.16xlarge,r6in,0 units,Yes,x86_64,," $4,479.587 "," $2,565.578 "," $1,560.302 "," $6,628.71 "
R6IN 24xlarge,r6in.24xlarge,r6in,0 units,Yes,x86_64,," $6,719.373 "," $4,233.204 "," $2,467.473 "," $9,943.05 "
R6IN Double Extra Large,r6in.2xlarge,r6in,0 units,Yes,x86_64,, $559.947 , $352.765 , $350.254 , $828.59 
R6IN 32xlarge,r6in.32xlarge,r6in,0 units,Yes,x86_64,," $8,144.698 "," $5,131.163 "," $3,596.929 "," $12,442.94 "
R6IN Quadruple Extra Large,r6in.4xlarge,r6in,0 units,Yes,x86_64,," $1,119.893 ", $641.393 , $754.382 ," $1,657.17 "
R6IN Eight Extra Large,r6in.8xlarge,r6in,0 units,Yes,x86_64,," $2,239.793 "," $1,411.068 ", $847.603 ," $3,314.35 "
R6IN Large,r6in.large,r6in,0 units,Yes,x86_64,, $139.985 , $88.191 , $80.446 , $207.14 
R6IN Metal,r6in.metal,r6in,0 units,Yes,x86_64,," $8,144.698 "," $5,131.163 "," $2,408.635 "," $12,442.94 "
R6IN Extra Large,r6in.xlarge,r6in,0 units,Yes,x86_64,, $279.977 , $176.383 , $173.229 , $414.30 
R7A 12xlarge Extra Large,r7a.12xlarge,r7a,0 units,unknown,x86_64,," $2,932.235 "," $1,763.337 "," $1,171.942 "," $4,544.07 "
R7A 16xlarge Extra Large,r7a.16xlarge,r7a,0 units,unknown,x86_64,," $3,909.646 "," $2,351.118 "," $1,437.589 "," $6,058.77 "
R7A 24xlarge,r7a.24xlarge,r7a,0 units,unknown,x86_64,," $5,864.470 "," $3,526.681 "," $2,320.816 "," $9,088.15 "
R7A Double Extra Large,r7a.2xlarge,r7a,0 units,unknown,x86_64,, $488.706 , $323.281 , $281.269 , $757.35 
R7A 32xlarge,r7a.32xlarge,r7a,0 units,unknown,x86_64,," $7,819.293 "," $5,172.459 "," $2,690.196 "," $12,117.53 "
R7A 48xlarge,r7a.48xlarge,r7a,0 units,unknown,x86_64,," $10,662.672 "," $7,053.355 "," $10,753.922 "," $17,110.03 "
R7A Quadruple Extra Large,r7a.4xlarge,r7a,0 units,unknown,x86_64,, $977.412 , $646.561 , $452.965 ," $1,514.69 "
R7A Eight Extra Large,r7a.8xlarge,r7a,0 units,unknown,x86_64,," $1,954.823 "," $1,293.115 ", $740.001 ," $3,029.38 "
R7A Large,r7a.large,r7a,0 units,unknown,x86_64,, $122.180 , $73.475 , $86.578 , $189.34 
R7A Medium,r7a.medium,r7a,0 units,unknown,x86_64,, $61.086 , $40.413 , $69.715 , $94.67 
R7A Metal-48xl,r7a.metal-48xl,r7a,0 units,unknown,x86_64,," $10,662.672 "," $7,053.355 "," $10,753.922 "," $17,110.03 "
R7A Extra Large,r7a.xlarge,r7a,0 units,unknown,x86_64,, $244.353 , $161.637 , $143.372 , $378.67 
R7G 12xlarge Extra Large,r7g.12xlarge,r7g,0 units,unknown,arm64,," $1,994.579 "," $1,241.219 ", $921.917 , unavailable 
R7G 16xlarge Extra Large,r7g.16xlarge,r7g,0 units,unknown,arm64,," $2,501.856 "," $1,654.983 ", $920.676 , unavailable 
R7G Double Extra Large,r7g.2xlarge,r7g,0 units,unknown,arm64,, $332.442 , $206.882 , $236.082 , unavailable 
R7G Quadruple Extra Large,r7g.4xlarge,r7g,0 units,unknown,arm64,, $664.884 , $413.764 , $386.462 , unavailable 
R7G Eight Extra Large,r7g.8xlarge,r7g,0 units,unknown,arm64,," $1,329.768 ", $906.295 , $582.905 , unavailable 
R7G Large,r7g.large,r7g,0 units,unknown,arm64,, $83.074 , $51.684 , $75.628 , unavailable 
R7G Medium,r7g.medium,r7g,0 units,unknown,arm64,, $41.537 , $28.324 , $54.312 , unavailable 
R7G Metal,r7g.metal,r7g,0 units,unknown,arm64,," $2,501.856 "," $1,654.983 ", $995.355 , unavailable 
R7G Extra Large,r7g.xlarge,r7g,0 units,unknown,arm64,, $166.221 , $103.441 , $108.989 , unavailable 
R7GD 12xlarge Extra Large,r7gd.12xlarge,r7gd,0 units,unknown,arm64,," $2,526.822 "," $1,641.040 ", $916.004 , unavailable 
R7GD 16xlarge Extra Large,r7gd.16xlarge,r7gd,0 units,unknown,arm64,," $3,178.858 "," $1,997.791 "," $1,416.127 ", unavailable 
R7GD Double Extra Large,r7gd.2xlarge,r7gd,0 units,unknown,arm64,, $421.137 , $273.531 , $309.447 , unavailable 
R7GD Quadruple Extra Large,r7gd.4xlarge,r7gd,0 units,unknown,arm64,, $842.274 , $499.466 , $496.911 , unavailable 
R7GD Eight Extra Large,r7gd.8xlarge,r7gd,0 units,unknown,arm64,," $1,684.548 "," $1,094.051 ", $857.750 , unavailable 
R7GD Large,r7gd.large,r7gd,0 units,unknown,arm64,, $105.266 , $62.415 , $83.147 , unavailable 
R7GD Medium,r7gd.medium,r7gd,0 units,unknown,arm64,, $52.633 , $31.244 , $59.349 , unavailable 
R7GD Metal,r7gd.metal,r7gd,0 units,unknown,arm64,," $3,178.858 "," $1,997.791 "," $1,190.119 ", unavailable 
R7GD Extra Large,r7gd.xlarge,r7gd,0 units,unknown,arm64,, $210.605 , $124.830 , $128.699 , unavailable 
R7I 12xlarge Extra Large,r7i.12xlarge,r7i,0 units,Yes,x86_64,," $2,549.686 "," $1,686.614 "," $1,064.924 "," $4,161.53 "
R7I 16xlarge Extra Large,r7i.16xlarge,r7i,0 units,Yes,x86_64,," $3,399.581 "," $2,044.387 "," $1,216.545 "," $5,548.70 "
R7I 24xlarge,r7i.24xlarge,r7i,0 units,Yes,x86_64,," $5,099.371 "," $3,066.577 "," $2,268.548 "," $8,323.05 "
R7I Double Extra Large,r7i.2xlarge,r7i,0 units,Yes,x86_64,, $424.948 , $255.551 , $252.215 , $693.59 
R7I 48xlarge,r7i.48xlarge,r7i,0 units,Yes,x86_64,," $9,271.584 "," $6,133.153 "," $7,291.386 "," $15,718.94 "
R7I Quadruple Extra Large,r7i.4xlarge,r7i,0 units,Yes,x86_64,, $849.895 , $511.095 , $411.428 ," $1,387.18 "
R7I Eight Extra Large,r7i.8xlarge,r7i,0 units,Yes,x86_64,," $1,699.790 "," $1,124.412 ", $678.462 ," $2,774.35 "
R7I Large,r7i.large,r7i,0 units,Yes,x86_64,, $106.237 , $63.890 , $80.300 , $173.40 
R7I Metal-24xl,r7i.metal-24xl,r7i,0 units,Yes,x86_64,," $5,099.371 "," $3,066.577 "," $1,832.446 "," $8,323.05 "
R7I Metal-48xl,r7i.metal-48xl,r7i,0 units,Yes,x86_64,," $9,271.584 "," $6,133.153 "," $2,785.096 "," $15,718.94 "
R7I Extra Large,r7i.xlarge,r7i,0 units,Yes,x86_64,, $212.474 , $127.772 , $128.115 , $346.79 
R7IZ 12xlarge Extra Large,r7iz.12xlarge,r7iz,0 units,Yes,x86_64,," $3,584.592 "," $2,052.994 "," $1,628.338 "," $5,196.43 "
R7IZ 16xlarge Extra Large,r7iz.16xlarge,r7iz,0 units,Yes,x86_64,," $4,779.456 "," $2,737.325 "," $1,691.264 "," $6,928.58 "
R7IZ Double Extra Large,r7iz.2xlarge,r7iz,0 units,Yes,x86_64,, $597.432 , $342.166 , $365.657 , $866.07 
R7IZ 32xlarge,r7iz.32xlarge,r7iz,0 units,Yes,x86_64,," $9,558.912 "," $6,022.113 "," $4,154.211 "," $13,857.15 "
R7IZ Quadruple Extra Large,r7iz.4xlarge,r7iz,0 units,Yes,x86_64,," $1,194.864 ", $752.761 , $640.940 ," $1,732.14 "
R7IZ Eight Extra Large,r7iz.8xlarge,r7iz,0 units,Yes,x86_64,," $2,389.728 "," $1,368.662 "," $1,059.887 "," $3,464.29 "
R7IZ Large,r7iz.large,r7iz,0 units,Yes,x86_64,, $149.358 , $94.097 , $91.615 , $216.52 
R7IZ Metal-16xl,r7iz.metal-16xl,r7iz,0 units,Yes,x86_64,," $4,779.456 "," $2,737.325 "," $1,937.858 "," $6,928.58 "
R7IZ Metal-32xl,r7iz.metal-32xl,r7iz,0 units,Yes,x86_64,," $9,558.912 "," $5,474.650 "," $2,829.407 "," $13,857.15 "
R7IZ Extra Large,r7iz.xlarge,r7iz,0 units,Yes,x86_64,, $298.716 , $171.083 , $153.008 , $433.04 
R8G 12xlarge Extra Large,r8g.12xlarge,r8g,0 units,unknown,arm64,," $2,270.629 "," $1,365.472 ", $813.658 , unavailable 
R8G 16xlarge Extra Large,r8g.16xlarge,r8g,0 units,unknown,arm64,," $3,027.500 "," $1,820.627 "," $1,040.323 ", unavailable 
R8G 24xlarge,r8g.24xlarge,r8g,0 units,unknown,arm64,," $4,541.257 "," $2,730.945 "," $1,424.887 ", unavailable 
R8G Double Extra Large,r8g.2xlarge,r8g,0 units,unknown,arm64,, $378.439 , $250.339 , $240.973 , unavailable 
R8G 48xlarge,r8g.48xlarge,r8g,0 units,unknown,arm64,," $8,256.826 "," $5,461.889 "," $2,889.851 ", unavailable 
R8G Quadruple Extra Large,r8g.4xlarge,r8g,0 units,unknown,arm64,, $756.879 , $500.671 , $380.841 , unavailable 
R8G Eight Extra Large,r8g.8xlarge,r8g,0 units,unknown,arm64,," $1,513.750 ", $910.317 , $584.511 , unavailable 
R8G Large,r8g.large,r8g,0 units,unknown,arm64,, $94.608 , $62.583 , $75.774 , unavailable 
R8G Medium,r8g.medium,r8g,0 units,unknown,arm64,, $47.304 , $31.295 , $54.969 , unavailable 
R8G Metal-24xl,r8g.metal-24xl,r8g,0 units,unknown,arm64,," $4,541.257 "," $3,004.038 "," $1,379.554 ", unavailable 
R8G Metal-48xl,r8g.metal-48xl,r8g,0 units,unknown,arm64,," $8,256.826 "," $5,461.889 "," $2,600.041 ", unavailable 
R8G Extra Large,r8g.xlarge,r8g,0 units,unknown,arm64,, $189.216 , $125.166 , $111.836 , unavailable 
R8GD 12xlarge Extra Large,r8gd.12xlarge,r8gd,0 units,unknown,arm64,," $2,832.210 ", unavailable ," $1,437.151 ", unavailable 
R8GD 16xlarge Extra Large,r8gd.16xlarge,r8gd,0 units,unknown,arm64,," $3,776.283 ", unavailable ," $1,803.903 ", unavailable 
R8GD 24xlarge,r8gd.24xlarge,r8gd,0 units,unknown,arm64,," $5,664.428 ", unavailable ," $2,867.367 ", unavailable 
R8GD Double Extra Large,r8gd.2xlarge,r8gd,0 units,unknown,arm64,, $472.033 , unavailable , $301.928 , unavailable 
R8GD 48xlarge,r8gd.48xlarge,r8gd,0 units,unknown,arm64,," $10,298.957 ", unavailable ," $4,673.168 ", unavailable 
R8GD Quadruple Extra Large,r8gd.4xlarge,r8gd,0 units,unknown,arm64,, $944.073 , unavailable , $500.488 , unavailable 
R8GD Eight Extra Large,r8gd.8xlarge,r8gd,0 units,unknown,arm64,," $1,888.145 ", unavailable , $903.740 , unavailable 
R8GD Large,r8gd.large,r8gd,0 units,unknown,arm64,, $118.012 , unavailable , $82.198 , unavailable 
R8GD Medium,r8gd.medium,r8gd,0 units,unknown,arm64,, $59.006 , unavailable , $59.422 , unavailable 
R8GD Metal-24xl,r8gd.metal-24xl,r8gd,0 units,unknown,arm64,," $5,664.428 ", unavailable ," $1,776.382 ", unavailable 
R8GD Metal-48xl,r8gd.metal-48xl,r8gd,0 units,unknown,arm64,," $10,298.957 ", unavailable ," $3,268.940 ", unavailable 
R8GD Extra Large,r8gd.xlarge,r8gd,0 units,unknown,arm64,, $236.016 , unavailable , $150.964 , unavailable 
T1 Micro,t1.micro,t1,0 units,unknown,"i386, x86_64",, $14.600 , $10.220 , $4.818 , $14.60 
T2 Double Extra Large,t2.2xlarge,t2,0 units,Yes,x86_64,, $270.976 , $167.900 , $194.618 , $316.24 
T2 Large,t2.large,t2,0 units,Yes,x86_64,, $67.744 , $41.975 , $102.565 , $88.18 
T2 Medium,t2.medium,t2,0 units,Yes,"i386, x86_64",, $33.872 , $20.951 , $97.455 , $47.01 
T2 Micro,t2.micro,t2,0 units,Yes,"i386, x86_64",, $8.468 , $5.256 , $3.066 , $11.83 
T2 Nano,t2.nano,t2,0 units,Yes,"i386, x86_64",, $4.234 , $2.628 , unavailable , $5.91 
T2 Small,t2.small,t2,0 units,Yes,"i386, x86_64",, $16.790 , $10.512 , $29.857 , $23.36 
T2 Extra Large,t2.xlarge,t2,0 units,Yes,x86_64,, $135.488 , $83.950 , $135.342 , $165.42 
T3 Double Extra Large,t3.2xlarge,t3,0 units,Yes,x86_64,, $257.471 , $166.805 , $175.857 , $364.93 
T3 Large,t3.large,t3,0 units,Yes,x86_64,, $64.386 , $41.683 , $67.306 , $84.53 
T3 Medium,t3.medium,t3,0 units,Yes,x86_64,, $32.193 , $19.053 , $54.166 , $45.63 
T3 Micro,t3.micro,t3,0 units,Yes,x86_64,, $8.030 , $5.183 , $2.920 , $14.75 
T3 Nano,t3.nano,t3,0 units,Yes,x86_64,, $3.796 , $2.409 , $1.314 , $7.15 
T3 Small,t3.small,t3,0 units,Yes,x86_64,, $16.060 , $10.439 , $29.054 , $29.49 
T3 Extra Large,t3.xlarge,t3,0 units,Yes,x86_64,, $128.699 , $83.439 , $92.345 , $182.43 
T3A Double Extra Large,t3a.2xlarge,t3a,0 units,unknown,x86_64,, $219.584 , $137.678 , $186.953 , $327.04 
T3A Large,t3a.large,t3a,0 units,unknown,x86_64,, $54.896 , $34.383 , $65.189 , $75.04 
T3A Medium,t3a.medium,t3a,0 units,unknown,x86_64,, $27.448 , $17.228 , $55.261 , $40.88 
T3A Micro,t3a.micro,t3a,0 units,unknown,x86_64,, $6.862 , $4.307 , $3.504 , $13.58 
T3A Nano,t3a.nano,t3a,0 units,unknown,x86_64,, $3.431 , $2.117 , $1.314 , $6.79 
T3A Small,t3a.small,t3a,0 units,unknown,x86_64,, $13.724 , $8.614 , $30.149 , $27.16 
T3A Extra Large,t3a.xlarge,t3a,0 units,unknown,x86_64,, $109.792 , $68.839 , $82.928 , $163.52 
T4G Double Extra Large,t4g.2xlarge,t4g,0 units,unknown,arm64,, $196.224 , $123.078 , $180.675 , unavailable 
T4G Large,t4g.large,t4g,0 units,unknown,arm64,, $49.056 , $30.733 , $65.043 , unavailable 
T4G Medium,t4g.medium,t4g,0 units,unknown,arm64,, $24.528 , $15.403 , $52.925 , unavailable 
T4G Micro,t4g.micro,t4g,0 units,unknown,arm64,, $6.132 , $3.869 , $5.256 , unavailable 
T4G Nano,t4g.nano,t4g,0 units,unknown,arm64,, $3.066 , $1.898 , $2.336 , unavailable 
T4G Small,t4g.small,t4g,0 units,unknown,arm64,, $12.264 , $7.665 , $27.886 , unavailable 
T4G Extra Large,t4g.xlarge,t4g,0 units,unknown,arm64,, $98.112 , $61.539 , $85.191 , unavailable 
TRN1 Double Extra Large,trn1.2xlarge,trn1,0 units,Yes,x86_64,," $1,079.035 ", $603.571 , $421.356 , unavailable 
TRN1 32xlarge,trn1.32xlarge,trn1,0 units,Yes,x86_64,," $17,264.500 "," $10,622.851 "," $9,235.960 ", unavailable 
TRN1N 32xlarge,trn1n.32xlarge,trn1n,0 units,Yes,x86_64,," $18,089.400 "," $11,130.405 "," $4,808.291 ", unavailable 
TRN2 48xlarge,trn2.48xlarge,trn2,0 units,Yes,x86_64,, unavailable , unavailable , unavailable , unavailable 
U-12TB1 112xlarge,u-12tb1.112xlarge,u-12tb1,0 units,Yes,x86_64,," $79,716.000 ", unavailable , unavailable ," $94,759.84 "
U-12TB1 Metal,u-12tb1.metal,u-12tb1,0 units,Yes,x86_64,," $49,124.620 ", unavailable , unavailable ," $15,043.84 "
U-18TB1 112xlarge,u-18tb1.112xlarge,u-18tb1,0 units,Yes,x86_64,," $119,574.000 ", unavailable , unavailable ," $134,617.84 "
U-18TB1 Metal,u-18tb1.metal,u-18tb1,0 units,Yes,x86_64,, unavailable , unavailable , unavailable ," $15,043.84 "
U-24TB1 112xlarge,u-24tb1.112xlarge,u-24tb1,0 units,Yes,x86_64,," $159,432.000 ", unavailable , unavailable ," $174,475.84 "
U-24TB1 Metal,u-24tb1.metal,u-24tb1,0 units,Yes,x86_64,, unavailable , unavailable , unavailable ," $15,043.84 "
U-3TB1 56xlarge,u-3tb1.56xlarge,u-3tb1,0 units,unknown,x86_64,," $21,921.900 "," $13,509.263 ", unavailable ," $29,443.82 "
U-6TB1 112xlarge,u-6tb1.112xlarge,u-6tb1,0 units,unknown,x86_64,," $39,858.000 "," $24,562.295 ", unavailable ," $54,901.84 "
U-6TB1 56xlarge,u-6tb1.56xlarge,u-6tb1,0 units,unknown,x86_64,," $33,874.854 "," $20,875.211 ", unavailable ," $41,396.77 "
U-6TB1 Metal,u-6tb1.metal,u-6tb1,0 units,unknown,x86_64,," $24,565.960 "," $24,565.960 ", unavailable ," $15,043.84 "
U-9TB1 112xlarge,u-9tb1.112xlarge,u-9tb1,0 units,Yes,x86_64,," $59,787.000 ", unavailable , unavailable ," $74,830.84 "
U-9TB1 Metal,u-9tb1.metal,u-9tb1,0 units,Yes,x86_64,," $36,846.020 ", unavailable , unavailable ," $15,043.84 "
U7I-12TB 224xlarge,u7i-12tb.224xlarge,u7i-12tb,0 units,Yes,x86_64,," $91,674.729 "," $56,503.716 ", unavailable ," $121,762.41 "
U7I-6TB 112xlarge,u7i-6tb.112xlarge,u7i-6tb,0 units,Yes,x86_64,," $45,836.700 ", unavailable , unavailable ," $60,880.54 "
U7I-8TB 112xlarge,u7i-8tb.112xlarge,u7i-8tb,0 units,Yes,x86_64,," $61,115.600 ", unavailable , unavailable ," $76,159.44 "
U7IN-16TB 224xlarge,u7in-16tb.224xlarge,u7in-16tb,0 units,Yes,x86_64,," $131,747.173 "," $81,188.534 ", unavailable ," $161,834.85 "
U7IN-24TB 224xlarge,u7in-24tb.224xlarge,u7in-24tb,0 units,Yes,x86_64,," $197,633.834 "," $121,790.864 ", unavailable ," $227,721.51 "
U7IN-32TB 224xlarge,u7in-32tb.224xlarge,u7in-32tb,0 units,Yes,x86_64,," $263,520.474 "," $162,393.172 ", unavailable ," $293,608.15 "
VT1 24xlarge,vt1.24xlarge,vt1,0 units,Yes,x86_64,," $4,175.600 "," $2,630.628 ", unavailable , unavailable 
VT1 3xlarge,vt1.3xlarge,vt1,0 units,Yes,x86_64,, $521.950 , $298.935 , unavailable , unavailable 
VT1 6xlarge,vt1.6xlarge,vt1,0 units,Yes,x86_64,," $1,043.900 ", $657.657 , unavailable , unavailable 
X1 Extra High-Memory 16xlarge Extra Large,x1.16xlarge,x1,174.5 units,Yes,x86_64,," $5,355.280 "," $3,300.330 "," $2,048.891 "," $7,504.40 "
X1 Extra High-Memory 32xlarge,x1.32xlarge,x1,349 units,Yes,x86_64,," $9,736.740 "," $5,999.870 "," $6,382.390 "," $14,034.98 "
X1E 16xlarge Extra Large,x1e.16xlarge,x1e,179 units,unknown,x86_64,," $10,714.940 "," $6,602.850 "," $3,496.846 "," $12,864.06 "
X1E Double Extra Large,x1e.2xlarge,x1e,23 units,unknown,x86_64,," $1,339.550 ", $750.440 , $525.746 ," $1,608.19 "
X1E 32xlarge,x1e.32xlarge,x1e,340 units,unknown,x86_64,," $19,482.240 "," $12,005.580 "," $6,296.250 "," $23,780.48 "
X1E Quadruple Extra Large,x1e.4xlarge,x1e,47 units,unknown,x86_64,," $2,679.100 "," $1,500.880 "," $1,048.864 "," $3,216.38 "
X1E Eight Extra Large,x1e.8xlarge,x1e,91 units,unknown,x86_64,," $5,357.470 "," $3,301.790 "," $2,112.547 "," $6,432.03 "
X1E Extra Large,x1e.xlarge,x1e,12 units,unknown,x86_64,, $669.410 , $375.220 , $265.501 , $803.73 
X2GD 12xlarge Extra Large,x2gd.12xlarge,x2gd,0 units,unknown,arm64,," $3,218.424 "," $1,803.027 "," $1,526.649 ", unavailable 
X2GD 16xlarge Extra Large,x2gd.16xlarge,x2gd,0 units,unknown,arm64,," $4,291.232 "," $2,644.425 "," $1,659.801 ", unavailable 
X2GD Double Extra Large,x2gd.2xlarge,x2gd,0 units,unknown,arm64,, $536.404 , $330.544 , $351.495 , unavailable 
X2GD Quadruple Extra Large,x2gd.4xlarge,x2gd,0 units,unknown,arm64,," $1,072.808 ", $601.009 , $518.300 , unavailable 
X2GD Eight Extra Large,x2gd.8xlarge,x2gd,0 units,unknown,arm64,," $2,145.616 "," $1,202.018 ", $831.981 , unavailable 
X2GD Large,x2gd.large,x2gd,0 units,unknown,arm64,, $134.101 , $75.117 , $84.169 , unavailable 
X2GD Medium,x2gd.medium,x2gd,0 units,unknown,arm64,, $67.087 , $37.595 , $42.924 , unavailable 
X2GD Metal,x2gd.metal,x2gd,0 units,unknown,arm64,," $4,291.232 "," $2,404.036 "," $1,461.533 ", unavailable 
X2GD Extra Large,x2gd.xlarge,x2gd,0 units,unknown,arm64,, $268.202 , $150.234 , $149.504 , unavailable 
X2IDN 16xlarge Extra Large,x2idn.16xlarge,x2idn,0 units,Yes,x86_64,," $5,355.207 "," $2,995.511 "," $2,118.314 "," $7,504.33 "
X2IDN 24xlarge,x2idn.24xlarge,x2idn,0 units,Yes,x86_64,," $8,032.811 "," $4,942.589 "," $3,949.154 "," $11,256.49 "
X2IDN 32xlarge,x2idn.32xlarge,x2idn,0 units,Yes,x86_64,," $9,736.740 "," $5,991.015 "," $4,092.307 "," $14,034.98 "
X2IDN Metal,x2idn.metal,x2idn,0 units,Yes,x86_64,," $9,736.740 "," $5,991.015 "," $4,566.369 "," $14,034.98 "
X2IEDN 16xlarge Extra Large,x2iedn.16xlarge,x2iedn,0 units,Yes,x86_64,," $10,710.414 "," $5,991.015 "," $3,666.790 "," $12,859.53 "
X2IEDN 24xlarge,x2iedn.24xlarge,x2iedn,0 units,Yes,x86_64,," $16,065.621 "," $9,885.178 "," $5,986.292 "," $19,289.30 "
X2IEDN Double Extra Large,x2iedn.2xlarge,x2iedn,0 units,Yes,x86_64,," $1,338.805 ", $748.878 , $547.938 ," $1,607.45 "
X2IEDN 32xlarge,x2iedn.32xlarge,x2iedn,0 units,Yes,x86_64,," $19,473.480 "," $11,982.030 "," $6,922.517 "," $23,771.72 "
X2IEDN Quadruple Extra Large,x2iedn.4xlarge,x2iedn,0 units,Yes,x86_64,," $2,677.604 "," $1,497.756 ", $956.738 ," $3,214.88 "
X2IEDN Eight Extra Large,x2iedn.8xlarge,x2iedn,0 units,Yes,x86_64,," $5,355.207 "," $2,995.511 "," $2,094.443 "," $6,429.77 "
X2IEDN Metal,x2iedn.metal,x2iedn,0 units,Yes,x86_64,," $19,473.480 "," $11,982.030 "," $8,451.064 "," $23,771.72 "
X2IEDN Extra Large,x2iedn.xlarge,x2iedn,0 units,Yes,x86_64,, $669.403 , $411.881 , $269.151 , $803.72 
X2IEZN 12xlarge Extra Large,x2iezn.12xlarge,x2iezn,0 units,Yes,x86_64,," $7,305.840 "," $4,497.822 "," $3,284.416 "," $8,917.68 "
X2IEZN Double Extra Large,x2iezn.2xlarge,x2iezn,0 units,Yes,x86_64,," $1,339.404 ", $824.608 , $532.462 ," $1,608.04 "
X2IEZN Quadruple Extra Large,x2iezn.4xlarge,x2iezn,0 units,Yes,x86_64,," $2,678.808 "," $1,499.274 "," $1,049.010 "," $3,216.09 "
X2IEZN 6xlarge,x2iezn.6xlarge,x2iezn,0 units,Yes,x86_64,," $4,018.212 "," $2,248.911 "," $2,066.192 "," $4,824.13 "
X2IEZN Eight Extra Large,x2iezn.8xlarge,x2iezn,0 units,Yes,x86_64,," $5,357.616 "," $2,998.548 "," $2,510.251 "," $6,432.18 "
X2IEZN Metal,x2iezn.metal,x2iezn,0 units,Yes,x86_64,," $7,305.840 "," $4,497.822 "," $4,131.581 "," $8,917.68 "
X8G 12xlarge Extra Large,x8g.12xlarge,x8g,0 units,unknown,arm64,," $3,765.749 "," $2,109.656 "," $1,925.083 ", unavailable 
X8G 16xlarge Extra Large,x8g.16xlarge,x8g,0 units,unknown,arm64,," $5,020.998 "," $3,094.163 "," $2,158.172 ", unavailable 
X8G 24xlarge,x8g.24xlarge,x8g,0 units,unknown,arm64,," $7,531.498 "," $4,641.245 "," $2,653.258 ", unavailable 
X8G Double Extra Large,x8g.2xlarge,x8g,0 units,unknown,arm64,, $627.625 , $386.769 , $390.623 , unavailable 
X8G 48xlarge,x8g.48xlarge,x8g,0 units,unknown,arm64,," $13,693.632 "," $8,438.632 "," $4,172.607 ", unavailable 
X8G Quadruple Extra Large,x8g.4xlarge,x8g,0 units,unknown,arm64,," $1,255.250 ", $773.545 , $821.250 , unavailable 
X8G Eight Extra Large,x8g.8xlarge,x8g,0 units,unknown,arm64,," $2,510.499 "," $1,547.082 "," $1,218.735 ", unavailable 
X8G Large,x8g.large,x8g,0 units,unknown,arm64,, $156.906 , $87.899 , $93.951 , unavailable 
X8G Medium,x8g.medium,x8g,0 units,unknown,arm64,, $78.453 , $48.348 , $62.342 , unavailable 
X8G Metal-24xl,x8g.metal-24xl,x8g,0 units,unknown,arm64,," $7,531.498 "," $4,219.320 "," $2,389.290 ", unavailable 
X8G Metal-48xl,x8g.metal-48xl,x8g,0 units,unknown,arm64,," $13,693.632 "," $8,438.632 "," $4,129.245 ", unavailable 
X8G Extra Large,x8g.xlarge,x8g,0 units,unknown,arm64,, $313.812 , $175.806 , $182.208 , unavailable 
Z1D 12xlarge Extra Large,z1d.12xlarge,z1d,235 units,Yes,x86_64,," $3,258.720 "," $2,052.760 "," $1,193.769 "," $4,870.56 "
Z1D Double Extra Large,z1d.2xlarge,z1d,45 units,Yes,x86_64,, $575.970 , $342.370 , $302.877 , $844.61 
Z1D 3xlarge,z1d.3xlarge,z1d,64 units,Yes,x86_64,, $863.590 , $562.100 , $442.234 ," $1,266.55 "
